\fixlen = T
\RowsRetrieved = 9667
\ORIGIN = IPAC Infrared Science Archive (IRSA), Caltech/JPL
\SIMULATED_TABLE = n
\DATETIME = 2022-06-21 03:09:16
\DataTag = ADS/IRSA.Gator#2022/0621/030916_11866
\DATABASE = ZTF DR11 Objects (ztf_objects_dr11)
\EQUINOX = J2000
\SKYAREA = within 225 arcsec of  ra=5.07208 dec=+59.30389 Eq J2000 
\StatusFile = /workspace/TMP_wibCZC_6485/Gator/irsa/11866/log.11866.html
\SQL = 'WHERE (no constraints)
\SQL = SELECT (23 column names follow in next row.)
\ 
\ 
\ oid
\ ___ Unique object identifier
\ ra (deg)
\ ___ Object Right Ascension
\ dec (deg)
\ ___ Object Declination
\ field
\ ___ Field identifier
\ ccdid
\ ___ CCD identifier (1-16)
\ qid
\ ___ Quadrant (1-4)
\ filtercode
\ ___ Filter code (zg, zr, zi)
\ ngoodobs
\ ___ Number of epochal detections that were not flagged or masked due to bad pixels
\ ngoodobsrel
\ ___ Number of epochal detections in this release not associated with bad pixels
\ nobs
\ ___ Total number of epochal detections (observation epochs) in the lightcurve
\ nobsrel
\ ___ Total number of epochal detections that are in this release
\ refmag (mag)
\ ___ Object magnitude from reference image if detected (not transient)
\ refmagerr (mag)
\ ___ Error in refMag
\ astrometricrms (deg)
\ ___ Root Mean Squared deviation in epochal positions relative to object RA,Dec
\ chisq
\ ___ Chi-square metric using nobs detections
\ magrms (mag)
\ ___ Root Mean Squared deviation over nobs magnitudes
\ maxmag (mag)
\ ___ Maximum magnitude over nobs detections
\ medianabsdev (mag)
\ ___ Median absolute deviation in magnitudes over nobs detections
\ medianmag (mag)
\ ___ Median magnitude over nobs detections
\ medmagerr (mag)
\ ___ Median of magerr values over nobs detections
\ minmag (mag)
\ ___ Minimum magnitude over nobs detections
\ dist (arcsec)
\ ___ Distance between the target position and each source in arcsec.
\ angle (deg)
\ ___ Position Angle in degree.
\ 
\
|oid             |ra       |dec       |field|ccdid|qid |filtercode|ngoodobs|ngoodobsrel|nobs|nobsrel|refmag      |refmagerr   |astrometricrms|chisq       |magrms      |maxmag      |medianabsdev|medianmag   |medmagerr   |minmag      |dist      |angle     |
|long            |double   |double    |int  |int  |int |char      |int     |int        |int |int    |double      |double      |double        |double      |double      |double      |double      |double      |double      |double      |double    |double    |
|                |deg      |deg       |     |     |    |          |        |           |    |       |mag         |mag         |deg           |            |mag         |mag         |mag         |mag         |mag         |mag         |arcsec    |deg       |
|null            |null     |null      |null |null |null|null      |null    |null       |null|null   |null        |null        |null          |null        |null        |null        |null        |null        |null        |null        |null      |null      |
  806103400020710 5.0231272 59.2538523   806     3    4 zg                5           5    5       5 2.240500E+01 2.040000E-01   1.281923E-06 1.203321E+00 3.923258E-01 2.205997E+01 1.524086E-01 2.138231E+01 1.877812E-01 2.098986E+01 201.380421 206.576179 
  806203100021424 5.0352401 59.3565785   806     3    1 zr              873         864 1042    1031 1.861200E+01 1.900000E-02   5.814115E-07 1.017502E+00 5.238551E-02 1.892276E+01 2.860451E-02 1.861729E+01 4.167958E-02 1.829776E+01 201.381413 340.386798 
 1809211300005791 5.1440978 59.3460899  1809    11    3 zr               70          70   74      74 1.980000E+01 2.600000E-02   7.655810E-07 1.360243E+00 1.171039E-01 2.008378E+01 8.356476E-02 1.981436E+01 9.108160E-02 1.955459E+01 201.430989  41.013357 
  806303100042166 5.1441067 59.3460881   806     3    1 zi               43          39   47      42 1.923500E+01 3.300000E-02   4.037129E-07 9.671726E-01 6.609835E-02 1.942583E+01 3.647041E-02 1.923631E+01 5.590629E-02 1.905069E+01 201.436838  41.018071 
  806103100029393 5.1441018 59.3460927   806     3    1 zg              155         151  181     176 2.101200E+01 6.700000E-02   1.505375E-06 1.211520E+00 2.283372E-01 2.149526E+01 1.311741E-01 2.096127E+01 1.605246E-01 2.009937E+01 201.443412  41.013047 
  806203100021878 5.1440809 59.3461061   806     3    1 zr              760         751  805     795 1.978200E+01 4.300000E-02   9.274246E-07 1.003424E+00 1.174737E-01 2.023566E+01 6.429577E-02 1.980627E+01 9.499963E-02 1.915472E+01 201.454581  40.995808 
  806103100018502 5.0865277 59.3593639   806     3    1 zg              146         141  165     160 2.104300E+01 6.000000E-02   1.299404E-06 1.131432E+00 1.836700E-01 2.148617E+01 1.245956E-01 2.100986E+01 1.632670E-01 2.030270E+01 201.460462   7.560818 
  806303100061191 4.9917945 59.3420286   806     3    1 zi                2           1    2       1 2.153600E+01 1.390000E-01   2.007706E-06 0.000000E+00 3.733739E-02 2.130665E+01 0.000000E+00 2.128025E+01 1.884584E-01 2.125385E+01 201.484212 312.990614 
 1809111300003759 5.1441483 59.3460887  1809    11    3 zg               22          22   23      23 2.101300E+01 4.800000E-02   1.035437E-06 1.412236E+00 2.660910E-01 2.126897E+01 1.721134E-01 2.094284E+01 1.806889E-01 2.027212E+01 201.488648  41.034034 
  806103100029495 5.1598360 59.3374864   806     3    1 zg                0           0    0       0 2.263400E+01 2.790000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.522953  53.080553 
  806303400043508 5.0001996 59.2616276   806     3    4 zi                6           4    6       4 2.119200E+01 1.050000E-01   1.041095E-06 1.458420E+00 1.924443E-01 2.118662E+01 1.599712E-01 2.087551E+01 1.626235E-01 2.068824E+01 201.542790 221.014282 
  806303100060807 5.0865664 59.3593860   806     3    1 zi               42          38   48      43 1.860300E+01 2.200000E-02   2.214181E-07 8.939394E-01 4.356374E-02 1.878339E+01 2.169037E-02 1.862341E+01 3.597351E-02 1.854007E+01 201.548694   7.577846 
 1809211300005121 5.0865706 59.3593918  1809    11    3 zr               75          75   80      80 1.931000E+01 2.500000E-02   4.930243E-07 1.173952E+00 7.787104E-02 1.956487E+01 5.041695E-02 1.932574E+01 6.367222E-02 1.915617E+01 201.570409   7.579234 
 1809111300048042 5.1455801 59.2623336  1809    11    3 zg                0           0    0       0 2.272300E+01 2.730000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.614599 137.872581 
  806303100061688 5.1738373 59.3248623   806     3    1 zi                0           0    0       0 2.192300E+01 2.110000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.616422  67.964394 
 1809111300003305 5.0865607 59.3594104  1809    11    3 zg               21          21   22      22 2.101700E+01 5.200000E-02   1.432993E-06 7.179995E-01 1.636586E-01 2.118088E+01 8.694839E-02 2.092291E+01 1.795401E-01 2.045042E+01 201.634385   7.571604 
  806203100021346 5.0865327 59.3594141   806     3    1 zr              826         817  906     895 1.934500E+01 3.300000E-02   6.792189E-07 1.049445E+00 8.834374E-02 1.978514E+01 4.888725E-02 1.935450E+01 6.906530E-02 1.902037E+01 201.640815   7.556634 
  806303400082570 5.1031014 59.2501614   806     3    4 zi                6           2    6       2 2.122400E+01 1.330000E-01   2.564214E-06 1.059362E+00 2.091932E-01 2.138162E+01 1.210728E-01 2.097326E+01 1.694439E-01 2.080650E+01 201.662208 163.552064 
  806303100088109 5.1400905 59.3478795   806     3    1 zi                0           0    0       0 2.205200E+01 1.880000E-01  6.898269E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.692482  38.234675 
  806203400051439 5.0940591 59.2489834   806     3    4 zr               15          14   17      16 2.046700E+01 1.130000E-01   4.027460E-06 2.862756E+00 4.891738E-01 2.111075E+01 2.994118E-01 2.071137E+01 1.550632E-01 1.933729E+01 201.755065 168.432275 
  806303100044562 4.9626870 59.2990688   806     3    1 zi               22          18   24      19 2.076900E+01 9.200000E-02   9.189222E-07 9.514900E-01 1.890361E-01 2.101785E+01 9.733391E-02 2.071831E+01 1.516645E-01 2.033669E+01 201.798369 265.113029 
  806303100061551 5.1693110 59.3299789   806     3    1 zi                0           0    0       0 2.233300E+01 3.230000E-01  6.735735E-318         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.804518  62.222018 
  806203100057028 5.1818636 59.3026635   806     3    1 zr                4           4    4       4 2.239800E+01 2.590000E-01   3.038981E-06 1.262944E+00 4.629865E-01 2.198282E+01 1.974707E-01 2.162942E+01 2.318156E-01 2.088594E+01 201.806113  91.206497 
  806203100043746 4.9626709 59.2991180   806     3    1 zr               88          87   88      87 2.158300E+01 1.480000E-01   1.547660E-06 9.124796E-01 2.460900E-01 2.199641E+01 1.337194E-01 2.143000E+01 2.172678E-01 2.071054E+01 201.812550 265.163854 
  806303100044859 5.1804640 59.2948817   806     3    1 zi                0           0    0       0 2.189600E+01 2.040000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.830862  99.199680 
 1809211300042558 4.9626399 59.2990758  1809    11    3 zr                3           3    3       3 2.166000E+01 1.160000E-01   2.125333E-06 0.000000E+00 7.813627E-02 2.143023E+01 0.000000E+00 2.132663E+01 2.100446E-01 2.127710E+01 201.882427 265.122288 
 1809211300043249 5.0000543 59.2615564  1809    11    3 zr                0           0    0       0 2.231200E+01 2.090000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.911613 221.023908 
  806303100091323 5.1813867 59.3096753   806     3    1 zi                0           0    0       0 2.206600E+01 3.210000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.937547  84.033207 
  806303400043662 5.1160522 59.2524878   806     3    4 zi                1           1    1       1 2.191200E+01 2.500000E-01   0.000000E+00 0.000000E+00         null 2.131983E+01 0.000000E+00 2.131983E+01 1.936251E-01 2.131983E+01 201.947519 156.374529 
 1809211300070483 5.1158901 59.2524423  1809    11    3 zr                0           0    0       0 2.316800E+01 3.570000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 201.978533 156.470685 
  806303400082521 5.1275804 59.2554757   806     3    4 zi                1           0    1       0 2.173400E+01 1.910000E-01   0.000000E+00 0.000000E+00         null 2.137128E+01 0.000000E+00 2.137128E+01 1.972151E-01 2.137128E+01 201.978750 149.622159 
  806303100091219 5.1711621 59.3282198   806     3    1 zi                1           0    1       0 2.243500E+01 3.360000E-01   0.000000E+00 0.000000E+00         null 2.127792E+01 0.000000E+00 2.127792E+01 1.883005E-01 2.127792E+01 201.999234  64.261031 
 1809211300042859 5.1763710 59.2861712  1809    11    3 zr                2           2    2       2 2.249800E+01 1.670000E-01   2.857964E-06 0.000000E+00 2.761381E-01 2.145042E+01 0.000000E+00 2.125517E+01 2.046718E-01 2.105991E+01 202.043621 108.358985 
  806303100088649 5.1811451 59.2967488   806     3    1 zi                0           0    0       0 2.253800E+01 3.530000E-01  6.898269E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.096608  97.261394 
  806103400046177 5.0341764 59.2511828   806     3    4 zg                7           7    8       8 2.253200E+01 2.680000E-01   1.165778E-06 1.509317E+00 2.228910E-01 2.193959E+01 2.111874E-01 2.171275E+01 2.074491E-01 2.141093E+01 202.146349 200.189209 
 1809111300050180 5.1026246 59.2499320  1809    11    3 zg                1           1    2       2 2.154400E+01 1.090000E-01   0.000000E+00 0.000000E+00         null 2.113972E+01 0.000000E+00 2.113972E+01 2.033065E-01 2.113972E+01 202.209115 163.856748 
  806303100088370 5.1760581 59.3223149   806     3    1 zi                0           0    0       0 2.214100E+01 2.580000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.221102  70.807535 
  806103400046152 4.9934526 59.2646008   806     3    4 zg                0           0    0       0 2.276200E+01 3.380000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.259986 225.662659 
  806203400000229 5.1256316 59.2548065   806     3    4 zr              232         225  240     233 2.065700E+01 6.500000E-02   1.364479E-06 1.199916E+00 1.959958E-01 2.105359E+01 1.259212E-01 2.058973E+01 1.555867E-01 1.983665E+01 202.292907 150.843605 
 1809211300041886 4.9912806 59.3420850  1809    11    3 zr                1           1    1       1 2.255900E+01 2.000000E-01   0.000000E+00 0.000000E+00         null 2.168827E+01 0.000000E+00 2.168827E+01 2.372352E-01 2.168827E+01 202.313893 312.850787 
  806303100092931 5.1149984 59.3556518   806     3    1 zi                0           0    0       0 2.191400E+01 1.610000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.324019  22.907339 
 1809211300009905 5.1256400 59.2547949  1809    11    3 zr               45          45   47      47 2.065800E+01 4.600000E-02   1.040889E-06 6.786566E-01 1.597344E-01 2.101384E+01 7.255173E-02 2.064524E+01 1.584972E-01 2.025751E+01 202.336913 150.845533 
  806303400059846 5.1256271 59.2547909   806     3    4 zi               37          32   39      34 1.997700E+01 4.500000E-02   6.840008E-07 1.199049E+00 1.119623E-01 2.023853E+01 7.888985E-02 2.002133E+01 9.754570E-02 1.973433E+01 202.337947 150.853391 
  806303100072708 5.0925171 59.3591259   806     3    1 zi                0           0    0       0 2.236700E+01 2.670000E-01  6.898279E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.359445  10.678611 
  806203400030775 5.0344836 59.2510593   806     3    4 zr              125         121  134     130 2.110700E+01 1.090000E-01   1.556590E-06 1.267443E+00 2.252959E-01 2.139974E+01 1.547928E-01 2.092347E+01 1.810699E-01 2.019079E+01 202.370033 199.995551 
 1809111300029260 5.1256766 59.2547866  1809    11    3 zg                3           3    3       3 2.200700E+01 9.100000E-02   7.498829E-07 0.000000E+00 1.570564E-01 2.175190E+01 0.000000E+00 2.169913E+01 2.345241E-01 2.145735E+01 202.395791 150.832988 
  806303400088911 5.0185009 59.2547540   806     3    4 zi                2           1    3       2 2.142900E+01 1.840000E-01   5.833180E-07 0.000000E+00 9.143641E-02 2.140262E+01 0.000000E+00 2.133797E+01 1.903795E-01 2.127331E+01 202.482661 209.142889 
 1809211300054638 5.1785187 59.2893897  1809    11    3 zr                1           1    1       1 2.256200E+01 2.440000E-01   0.000000E+00 0.000000E+00         null 2.140647E+01 0.000000E+00 2.140647E+01 2.160478E-01 2.140647E+01 202.492962 104.893326 
  806303400082456 5.1421306 59.2604885   806     3    4 zi                0           0    0       0 2.178300E+01 2.260000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.500595 140.465857 
  806303400059893 5.0345413 59.2509981   806     3    4 zi               30          26   32      28 2.043100E+01 6.000000E-02   1.080333E-06 1.693387E+00 1.969753E-01 2.085171E+01 1.473131E-01 2.041639E+01 1.289761E-01 2.003624E+01 202.540931 199.946034 
  806303400086321 5.0242491 59.2532030   806     3    4 zi                0           0    0       0 2.239300E+01 2.880000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.569889 205.758289 
  806303100094938 4.9619515 59.3015369   806     3    1 zi                0           0    0       0 2.177000E+01 1.810000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.572206 267.650657 
  806103100019295 4.9734366 59.3290431   806     3    1 zg                0           0    0       0 2.292000E+01 3.250000E-01  9.073230E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.578703 296.593296 
 1809211300010005 5.0346144 59.2509727  1809    11    3 zr               31          31   31      31 2.104900E+01 6.400000E-02   1.419717E-06 8.429336E-01 1.660253E-01 2.121752E+01 1.036453E-01 2.095757E+01 1.822973E-01 2.057172E+01 202.581137 199.901447 
 1809211300070445 5.1422943 59.2605191  1809    11    3 zr                0           0    0       0 2.282100E+01 2.880000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.607282 140.380299 
  806103400000197 5.1257877 59.2547495   806     3    4 zg               21          21   23      23 2.180400E+01 1.100000E-01   2.462790E-06 1.237844E+00 2.278905E-01 2.200524E+01 1.626339E-01 2.149856E+01 1.947912E-01 2.115142E+01 202.612006 150.800857 
  806303400070106 5.0579769 59.2480676   806     3    4 zi                3           3    3       3 2.205500E+01 2.080000E-01   8.941659E-07 0.000000E+00 1.003059E-01 2.130344E+01 0.000000E+00 2.112987E+01 1.803710E-01 2.112954E+01 202.627782 187.360896 
  806203100064530 5.0190000 59.3532386   806     3    1 zr                1           1    1       1 2.256900E+01 3.200000E-01   0.000000E+00 0.000000E+00         null 1.896156E+01 0.000000E+00 1.896156E+01 5.254851E-02 1.896156E+01 202.640039 331.269887 
  806203100060398 5.1822232 59.3066845   806     3    1 zr                4           4    4       4 2.234600E+01 2.610000E-01   5.229193E-06 3.195035E+00 9.663169E-01 2.198756E+01 4.742193E-01 2.146818E+01 2.200532E-01 1.990800E+01 202.656560  87.107220 
  806303100095682 4.9717586 59.3273253   806     3    1 zi                9           5   11       6 2.109200E+01 1.290000E-01   1.854614E-06 8.477400E-01 1.645706E-01 2.137438E+01 9.763527E-02 2.100365E+01 1.707529E-01 2.081492E+01 202.694010 294.639851 
  806303100094969 5.1767592 59.2861255   806     3    1 zi                6           4    7       5 2.117300E+01 1.470000E-01   1.179555E-06 1.332739E+00 1.777346E-01 2.114316E+01 1.461105E-01 2.095438E+01 1.625401E-01 2.070665E+01 202.772798 108.339257 
 1809111300042874 5.0345167 59.2509331  1809    11    3 zg                1           1    1       1 2.263400E+01 2.380000E-01   0.000000E+00 0.000000E+00         null 2.195857E+01 0.000000E+00 2.195857E+01 2.530127E-01 2.195857E+01 202.776365 199.935543 
 1809211300054110 4.9717329 59.3273664  1809    11    3 zr                5           5    5       5 2.176500E+01 1.320000E-01   2.702789E-06 8.159840E-01 1.843804E-01 2.151053E+01 1.124687E-01 2.125088E+01 2.043498E-01 2.101487E+01 202.798456 294.672332 
  806203100066231 5.1726417 59.3271616   806     3    1 zr                0           0    0       0 2.275900E+01 3.460000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.851799  65.563348 
  806303100096178 5.1776267 59.2874026   806     3    1 zi                0           0    0       0 2.173000E+01 2.960000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 202.890927 106.964976 
 1809211300076590 5.0184483 59.2546014  1809    11    3 zr                0           0    0       0 2.269100E+01 3.140000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 203.009848 209.091365 
  806103400000163 5.0164571 59.2551747   806     3    4 zg              228         218  259     249 1.909800E+01 1.700000E-02   7.414869E-07 1.164345E+00 7.460798E-02 1.943689E+01 4.544544E-02 1.916869E+01 5.786723E-02 1.884454E+01 203.028190 210.278333 
  806203400000188 5.0164536 59.2551713   806     3    4 zr              540         531  770     759 1.816600E+01 1.700000E-02   4.654518E-07 1.173064E+00 4.390230E-02 1.847768E+01 2.417278E-02 1.816091E+01 3.055126E-02 1.795642E+01 203.042008 210.278164 
 1809211300041650 5.0438813 59.3584319  1809    11    3 zr                0           0    0       0 2.278200E+01 2.740000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 203.063697 345.238774 
 1809211300009800 5.0164817 59.2551556  1809    11    3 zr               77          77   85      85 1.815000E+01 1.800000E-02   1.990738E-07 1.084569E+00 3.198999E-02 1.823984E+01 2.100563E-02 1.815382E+01 2.871457E-02 1.805532E+01 203.064818 210.257528 
 1809111300006380 5.0164682 59.2551588  1809    11    3 zg               63          63   65      65 1.915800E+01 2.900000E-02   6.093922E-07 1.034088E+00 7.181677E-02 1.936258E+01 4.319000E-02 1.915962E+01 6.192267E-02 1.890603E+01 203.067366 210.265221 
 1809211300062327 5.1512458 59.2645503  1809    11    3 zr                1           1    1       1 2.235300E+01 2.660000E-01   0.000000E+00 0.000000E+00         null 2.152820E+01 0.000000E+00 2.152820E+01 2.252002E-01 2.152820E+01 203.095661 134.178438 
  806303400000134 5.0164557 59.2551510   806     3    4 zi               37          32   40      35 1.775700E+01 2.600000E-02   1.436794E-07 1.184082E+00 2.284159E-02 1.779817E+01 1.675034E-02 1.775098E+01 2.097326E-02 1.769933E+01 203.103208 210.266842 
  806203400000349 5.1077163 59.2504856   806     3    4 zr              513         505  563     554 1.983900E+01 4.100000E-02   1.007798E-06 1.046711E+00 1.203241E-01 2.033971E+01 6.998634E-02 1.987979E+01 9.913120E-02 1.936937E+01 203.120738 161.159958 
